v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,target
1.36763,-3.00828,5.43801,1.25916,1.46053,3.45758,-0.40065,4.59582,-3.45481,-1.21571,0.91199,4.36992,1.10624,-3.95618,0.34323,-5.84591,3.66926,0.06819,1
0.96345,-2.06167,3.59513,2.39653,-0.24766,-1.60438,0.93377,0.29311,-4.15454,-0.74696,0.32694,1.42756,-0.13681,0.70117,-1.56993,2.89096,3.15767,-1.97363,1
-1.03821,-1.40105,1.38932,-1.95515,-2.07553,3.21466,7.40442,-6.24804,-4.26987,-0.01427,2.51338,-2.01394,5.5136,4.32807,0.90507,-1.03484,-1.63577,-1.14834,1
-1.61717,2.23262,-0.05476,-2.07989,0.01098,2.70895,-1.8024,3.91418,0.94279,0.93857,-0.56954,-0.40479,1.68352,-4.04931,-0.57841,-4.45038,-2.24981,3.06328,0
0.59054,-4.15483,3.46297,3.1277,0.01119,-1.58762,-1.2589,-0.8203,-1.95501,0.0149,-1.22258,-2.0184,-5.6224,-2.08839,0.30512,5.41133,0.93468,-1.49302,0
-0.1777,0.48697,1.99904,-3.39782,-0.67316,-3.45094,-1.19744,-0.16613,-0.17157,-1.25094,1.17485,-4.37476,-0.17952,4.15641,-0.94265,6.18184,0.3696,-0.68717,0
-1.00961,1.47714,2.65613,0.49962,-4.07677,-1.12656,-0.79672,1.22362,1.71636,0.14579,1.4872,-0.20498,-2.28782,-8.77106,-0.57782,5.29143,-3.8081,-2.67619,0
0.65588,-1.6991,1.36176,1.98129,-2.73878,-2.504,0.22804,-1.72804,-1.20731,1.68027,0.59343,-1.68905,1.21368,-1.92606,-0.01924,0.87442,1.00927,2.48605,0
1.07158,-3.41266,2.37591,3.4159,2.14721,-3.23816,3.74096,-1.15466,-1.84442,1.86531,1.98636,2.91164,0.69013,3.30141,0.04423,2.74547,1.15161,0.54947,1
0.03384,6.38652,-1.53838,-2.40991,0.60866,-2.09524,-2.35565,0.7419,0.07743,-0.22886,-2.27466,-0.34692,5.83022,1.06408,-1.06436,-0.4278,-1.0207,2.22676,0
-3.39461,-2.8556,-3.59259,-3.47183,1.64267,0.845,0.44236,0.33195,0.45683,0.48379,3.19134,0.60395,-3.7291,7.28264,0.9584,-0.1332,-1.84693,0.382,0
2.06564,1.07428,1.38986,-0.64381,-3.42519,-0.01315,2.31617,-2.61829,-1.64032,1.97495,2.52621,-0.87071,1.28789,-3.40748,-1.37623,0.66967,-5.51111,-2.14092,1
4.60447,-3.18434,-1.47866,-3.07385,-3.09664,1.56203,3.0864,-4.08455,-3.64867,-0.51576,4.98839,-5.06976,1.42137,7.94457,0.869,-5.21343,1.41646,-0.36105,1
-2.12112,-4.5666,2.54662,-0.45341,0.34808,-2.19475,-3.3767,1.21257,-1.19501,-0.30084,0.35065,-1.32978,-7.03871,-0.97829,-0.79587,5.24064,-2.42584,0.27137,1
-0.12604,0.43809,0.3814,0.91942,2.34243,2.16401,-1.95553,3.23337,0.53651,-0.92343,-0.55277,2.01542,-1.49142,-2.36713,-1.49551,-1.68503,1.37811,-0.18422,1
-3.28658,1.15545,2.43505,-3.38955,1.34141,1.93092,-1.39967,1.88662,-0.4944,-0.4804,-1.57736,-2.56007,-0.46581,1.11508,-0.47121,3.44949,0.73758,-1.42497,0
0.03378,1.13877,2.78712,-2.37827,-0.11546,-4.12391,1.98614,1.99354,-1.22465,-0.07836,1.9376,1.64543,5.83992,3.39594,-0.96448,0.78425,-0.67184,2.07099,0
0.21253,6.19143,0.47279,-2.85193,-0.57703,-0.44006,-0.15708,0.56664,-0.3509,-0.87478,-2.63719,2.36462,10.91494,-1.72606,-0.14799,-5.83542,-1.01577,3.43916,0
2.34367,-0.74413,0.08848,2.06807,1.5748,4.09063,-0.33734,-2.5491,0.27933,1.27051,-0.96538,-1.58607,-2.45997,-3.39125,0.96499,-1.82153,-0.3256,-1.47528,1
0.13814,-1.34087,3.2393,-2.69312,-1.90968,-2.56855,5.29053,1.23341,-2.42758,1.21578,-1.28712,-0.57807,3.1855,5.3506,0.26856,0.48496,-1.39467,-1.35305,1
-6.45882,0.93382,-1.74847,-1.19423,-2.37489,-2.28045,1.71622,1.97498,3.07475,-0.73328,2.6214,-1.05584,-1.36711,2.58414,-1.22348,7.9851,1.31208,-0.51053,0
-1.71162,-3.36454,5.39301,-2.7509,-1.52902,-1.28554,1.5393,0.21143,2.04624,-1.40401,-0.15291,1.40125,4.70363,-2.90502,0.93158,-2.8821,-0.55902,3.64215,1
0.02823,-3.90485,2.94524,2.69565,0.50028,-1.5251,-1.3889,0.78149,-4.1083,1.02688,1.45356,-0.38071,-4.73571,0.21915,-1.7833,4.82735,1.95102,-0.96368,1
6.22767,-0.54796,0.3463,-2.06466,-0.93512,0.44701,-0.76798,-1.82178,0.94877,1.93239,2.59747,-2.66674,-0.10742,-1.6495,0.79211,-4.99922,-4.25242,0.42528,1
-2.95588,1.36678,0.46339,-4.6471,-1.61096,0.23107,-0.52145,2.27089,2.01115,-0.78176,-0.51216,1.40059,5.39059,-1.58657,1.73086,-5.16051,-1.92561,4.02857,1
4.62571,-1.32987,-2.16645,-0.96124,-1.8756,-0.71697,-6.67844,-1.59042,0.96957,0.11721,6.67404,-0.22414,-6.68223,-2.51909,-0.58301,0.23044,-0.53119,-2.56029,1
-2.25405,-1.37654,1.83221,-3.02041,-0.68097,4.49685,-0.26041,5.07905,-0.36173,0.27362,-2.24293,0.67893,-1.133,-4.46442,0.25725,-6.57415,-4.09892,0.99372,0
5.31138,-0.5056,1.79051,0.36673,0.27652,-1.91863,-1.26913,1.85198,0.96058,-0.11809,-0.88092,-2.38486,-0.44061,-1.80195,-1.9394,-2.86211,-1.4057,1.78462,1
1.36983,-2.65835,2.67705,1.19061,-0.62203,0.36298,3.41062,-1.86457,-3.75295,-0.42809,-1.92342,0.01596,6.67108,-0.34285,1.24502,-7.28679,-0.10352,5.5024,0
-1.39962,0.68502,3.08444,-3.108,-0.74787,2.09003,2.59321,-3.71496,-2.53544,-0.11264,3.10079,-0.05031,3.652,1.78209,0.32231,2.9782,0.02125,-3.56518,1
-1.77163,-1.03,-0.04672,-1.38624,-1.11647,0.46169,-0.15664,-2.32549,-2.75414,0.08753,2.45119,-0.98138,-1.24778,2.66844,-0.69026,3.3117,0.45586,-1.92787,1
1.19639,-1.19168,2.31302,0.40467,0.02298,0.89261,-4.50032,-0.03347,-1.30136,0.49523,1.3544,0.32931,-4.17006,-5.89343,0.30589,1.21392,-1.94318,-1.31344,1
-3.98659,-0.69914,-1.28879,2.83072,-1.88599,-1.54269,-4.25616,4.03037,-3.24383,-1.10989,1.82757,-2.96485,-13.2201,-2.65537,1.20362,12.58016,-2.87014,-4.39298,1
2.53186,0.64837,0.5738,2.14868,2.99245,-1.43287,-2.73666,-0.80275,-1.07285,1.11986,-1.80875,-2.48949,0.15681,-0.42987,2.04565,0.55457,0.24268,3.22545,0
1.19827,3.40175,1.54623,-2.62021,1.13071,-1.4644,1.5756,-3.72264,-5.29602,0.25516,-5.8365,0.78953,10.61924,5.79314,0.61585,-3.66028,0.75792,1.44721,0
-0.84106,1.65943,-0.54286,0.05098,-1.67952,-1.55824,-0.88888,1.86389,3.47429,-1.5966,2.20537,-2.49399,-3.62188,-2.53657,0.06262,5.88292,-1.35626,-1.5137,0
0.0942,-1.80532,1.5345,1.10908,0.5231,2.94453,-0.43373,1.7353,-0.06888,-1.23733,1.70593,3.18094,-1.97568,-4.55773,-0.83699,-2.61893,-0.28605,-0.99254,1
0.61346,-1.36952,0.30114,2.16993,2.88512,-1.45786,-0.85785,0.34167,-3.13334,-0.48088,-1.5951,0.30603,0.22054,1.59649,0.40214,-1.05857,-0.53503,3.81037,0
-3.69198,0.20148,-1.09316,1.70946,0.80015,3.29487,-6.69011,4.20824,-1.5814,1.62621,1.25719,-0.47474,-12.32087,-5.9979,-0.75485,7.37394,-1.74704,-4.70915,0
2.02015,-0.08331,1.96752,0.68026,-4.08784,5.1596,-3.48592,1.45242,1.58893,-0.65417,0.80919,0.97426,-4.39475,-13.2537,-0.12732,-3.72361,-1.73384,-4.16558,1
-5.22364,-1.24191,1.38208,-2.48914,3.36145,1.12896,-1.45062,0.59269,-0.07006,-0.70309,-4.10164,-0.53415,0.74931,1.6403,0.62619,0.12408,-0.54782,3.56899,1
-1.91898,0.8308,0.29297,-4.82481,3.79125,2.38037,3.20647,-5.26662,3.05306,-0.56088,-1.44511,3.2967,9.97577,1.91287,-1.96163,-7.64159,-4.3307,5.00956,1
-1.53245,0.36863,-1.67318,-3.96913,-1.00636,1.93687,-3.69738,2.7036,1.09863,-1.46503,-2.14485,-0.43262,-2.91228,-2.35173,0.15072,-3.99519,-4.31279,0.43743,0
-0.72741,-2.05512,0.45288,0.47233,-0.4472,2.27377,-0.81123,2.43923,-2.49956,0.28704,2.6536,1.40656,-0.82121,-1.88452,1.61849,-3.64586,0.49405,1.79565,1
0.83167,-5.47617,3.04813,0.58444,-4.30813,3.90842,0.88289,-1.46256,-1.8761,0.05732,-1.02039,-5.00497,-1.48967,-3.40312,-1.13012,-4.32205,3.76604,0.37481,1
-1.66396,0.46764,-0.67998,-3.8566,-3.07119,0.31538,-2.74865,-0.18836,2.19495,-0.61125,-0.52951,-1.62295,0.43427,-2.49014,-0.23723,-2.08696,-1.52279,1.2849,0
-1.3758,3.18411,2.31906,-2.72734,-1.16278,-4.20261,-1.34364,0.58435,-0.19866,0.50398,0.4069,-2.60412,3.22455,1.25538,-1.0624,6.22825,-0.20348,0.72679,0
-2.38073,-0.7619,2.4979,-0.38151,-2.16354,-0.14265,-2.74014,-0.35557,2.52821,1.07139,-0.70413,-2.52032,-0.90852,-6.41153,1.1238,2.47098,0.19598,1.71584,0
1.5455,-2.70846,4.91998,1.34671,1.26204,-0.54192,-1.57197,2.26179,-2.92311,0.37249,2.41079,2.44889,-3.96219,-2.3884,-1.64869,3.49106,0.40411,-3.26285,1
1.70952,-1.78811,-1.2234,-2.74596,0.23531,2.1238,4.29918,-3.03412,-1.73541,1.30333,0.03054,-2.25362,1.86988,6.88638,0.2952,-4.50467,-1.56469,-0.39966,1
0.76311,-1.70073,0.91105,2.27441,3.38212,-0.54041,-0.954,2.54277,-2.50983,0.58124,-1.87126,-1.81729,-2.57676,0.86352,1.17741,-0.02161,-1.20329,3.21184,0
-3.29055,-2.59025,1.9706,-1.4258,-1.84053,0.63309,-0.00306,2.3036,0.8631,0.43392,2.07119,-0.80224,1.38742,-2.5527,-1.14784,-2.18808,0.52712,4.59605,0
-0.55147,-1.46242,2.05091,1.53949,1.55992,0.84392,0.12999,0.10255,-1.70737,0.11848,1.30585,0.99849,-2.78293,-0.85014,-0.50394,3.46034,0.04923,-2.12911,1
0.23642,0.12935,3.1742,-1.21631,-1.30436,0.19794,-1.84751,2.02205,-1.0024,1.42436,1.76152,-2.42635,3.68011,-4.92088,0.42208,-3.349,-1.39441,5.71899,0
-1.99305,-1.87266,1.36556,1.4642,1.31676,1.32746,-3.13845,3.62217,-3.03775,-1.72175,2.83849,0.68734,-8.19034,-2.35399,0.7127,5.57912,-1.0973,-2.95657,1
-3.78651,-4.89301,-0.66823,-1.91118,2.23781,5.02978,-3.37447,3.28514,-0.49658,-0.07306,0.05713,-3.80779,-6.77541,0.11224,-0.68458,-3.23171,-0.66132,3.75284,0
5.09558,-0.24416,-0.52547,-2.89446,3.43945,5.53419,1.48143,-2.78368,1.89761,-0.58097,-0.32159,0.17033,0.3751,1.46183,-0.25262,-7.87573,-2.83678,-2.77449,1
-3.73116,-8.09338,5.43892,-2.56034,-5.86956,4.06254,0.26961,2.9702,1.57528,1.31967,1.65971,-2.46997,-8.70347,-7.90586,0.7959,0.45886,-1.85754,-3.36615,0
-3.33059,0.1497,0.62093,0.08995,0.22217,-1.26192,-0.03503,2.3376,1.42575,-1.28415,0.76119,-0.04681,-1.58144,-0.89635,-0.285,4.45376,-0.83823,0.67483,0
-1.23214,0.33839,2.71348,-2.49893,-2.00198,0.99735,-4.42995,-1.68212,-0.06057,0.56027,-1.13231,-1.80299,-0.5519,-7.68372,0.84659,0.33295,-4.42401,0.87292,0
-0.15747,1.67478,1.31293,1.29162,-0.8704,0.30098,3.19389,-2.44486,-4.17125,-1.07284,1.53407,-1.21154,3.86836,0.37655,1.30333,2.30699,-0.94715,-0.03246,1
-4.66582,1.94954,3.7955,-1.84991,-0.04537,-0.10501,-3.7057,2.36317,0.03396,0.00099,-1.94675,-1.02754,-2.58911,-6.50162,-0.28706,7.01013,-4.29146,-1.02361,0
-2.65676,-1.933,-1.11046,5.66047,2.20571,-2.92823,-2.70438,0.45465,-5.2028,0.41092,2.78183,-3.55146,-12.51485,3.06748,-2.08288,16.12898,0.24331,-3.73558,1
-3.22451,0.06035,2.03336,0.0264,2.76798,0.88213,-4.41746,0.3107,-1.59641,-0.13024,-2.73641,-2.75697,-4.1913,-2.81479,-0.37592,5.6258,-1.97706,0.54344,0
-1.30316,2.0959,-0.28003,2.01145,-3.67686,1.50012,-2.90993,-0.19787,2.40361,-0.31148,1.43608,-4.58933,-2.7216,-9.51292,-0.39442,3.56081,-0.87212,0.72104,0
-0.31029,0.34472,-0.4176,0.72605,-0.58721,2.52643,-2.36904,-0.49324,0.73318,1.13349,1.84075,-1.5053,-4.77542,-6.35998,0.71245,1.76298,-4.24356,-1.1401,1
0.89931,-2.31429,1.31365,-1.64474,-4.06569,2.28866,4.4031,-2.04801,-3.12029,-0.93646,2.47853,-4.23552,2.64811,2.39543,0.45479,-2.97169,0.90225,-0.0309,1
-1.16566,0.92082,1.29155,-2.83772,-5.75368,0.26654,1.40201,0.71173,-0.67603,-1.04466,-0.78387,0.73852,2.7226,-3.66561,-0.81989,-2.45532,-2.58384,-1.59144,0
0.50111,1.49649,3.62767,-4.11546,3.72345,1.6787,3.89027,-2.83616,1.61507,-0.03863,-2.034,2.94194,10.15933,2.36719,-1.3194,-5.4308,-1.04467,1.58207,1
-1.36822,-3.1504,0.95089,1.76706,1.01321,-0.94231,-1.19707,-1.21448,1.25195,-1.24526,-0.46445,-1.84303,-5.57237,-0.15873,0.01907,5.79669,1.33285,-1.12011,0
1.25427,-1.46245,-0.9003,-2.7342,-2.37446,1.4578,1.38949,-1.04286,-2.10967,1.63924,3.81242,-3.74732,-0.4421,4.54468,0.61644,-1.43802,0.58211,-0.94946,1
-2.38975,2.35329,0.92517,-2.98762,-3.70013,0.13361,-0.26696,0.59202,-0.3611,1.47621,-0.01218,-0.44461,4.60111,-1.77577,-0.39267,-0.85943,0.60597,0.67696,0
0.75168,1.11773,-0.45113,-0.47095,-0.35612,0.45717,0.06809,-1.01293,0.40667,0.27898,0.82062,-0.12626,-1.04089,-1.10148,0.32546,1.13238,-2.52009,-2.01035,1
-0.29909,6.19042,4.24206,1.02742,0.57462,-2.6293,-3.66977,2.67551,-1.8051,0.59994,-2.66427,-4.69962,1.17249,-4.06561,0.35245,9.75622,0.90385,-0.86877,0
-2.41447,1.52079,-0.47843,0.92072,-0.06601,2.2321,-3.09305,6.31716,1.72942,-0.19612,-1.22406,0.25957,-5.29214,-6.91793,-1.24581,0.52777,-2.49031,-0.34921,1
-1.20754,2.40455,-2.39343,-3.55315,1.78284,-2.62918,2.50514,3.95053,-0.21834,1.45313,4.18983,0.96558,-0.14011,9.31296,1.41814,3.75578,-2.46824,-1.57007,0
-1.07192,1.97073,-1.47432,2.62116,-3.4372,6.08667,-4.1383,4.98368,-0.29237,-0.99923,1.64441,0.23409,-7.59078,-12.21065,0.19158,-0.80756,-1.88024,-3.74547,1
-5.31546,-1.28367,-0.41859,0.68661,2.2248,-0.57356,-5.88589,3.28834,-1.22875,-1.0801,-0.4838,-1.49541,-12.56676,-0.85417,-0.72248,11.70364,-2.17955,-3.66394,1
7.53794,-2.04503,0.51619,-0.85935,-0.48744,-0.42626,0.14614,1.09778,2.18286,-0.03434,-0.94725,-0.19006,-1.12072,-2.24437,-0.56365,-8.65118,-4.5699,0.55363,1
-1.04775,0.06654,-0.54237,-2.40946,0.97661,2.71368,-2.93452,0.87097,1.39043,-0.93897,1.32924,2.60732,-0.26655,-3.20725,0.40586,-4.28098,-2.19499,1.13796,1
0.85487,-2.03343,2.8655,1.10182,-1.29087,-2.45014,1.28458,-0.19685,-3.85392,0.29755,0.68721,-0.21299,-0.35588,1.82417,0.94289,3.31025,1.27091,-1.5174,1
6.57528,-2.85274,-0.72203,-0.66473,-2.13503,2.53038,-3.08122,-2.25904,0.86326,1.02736,3.31683,-2.02733,-3.89488,-3.53818,0.06854,-6.46981,-0.69573,-1.28019,1
-2.71096,1.04999,2.47646,1.94115,-1.47685,0.68824,-0.94635,2.95447,1.92455,-2.6255,-0.28801,1.84838,-0.64258,-10.42491,-0.32753,1.25971,-3.39065,1.26584,0
-0.14495,0.79629,0.84061,0.78412,-3.34299,6.03876,-2.49825,4.51104,-1.60089,-0.85408,1.50834,0.57846,-4.03264,-9.07225,1.32371,-3.05815,0.37139,-3.70151,1
0.2616,-0.19167,-0.1428,-3.99432,1.01104,-2.08002,1.54247,1.39347,-1.54275,0.15511,3.45498,0.99521,4.13735,7.04272,-2.20749,-2.63147,-1.36371,2.85515,0
-0.65703,-2.2056,3.31886,-3.06525,-1.67557,-1.44639,0.80309,-0.3661,-0.0592,-0.34082,-0.41063,0.53725,3.66331,-0.17705,-0.82613,-2.57763,-1.01445,2.24532,0
-4.34487,-2.89343,-0.7,1.72896,1.44022,-0.79719,-4.87261,3.77869,-0.52684,-0.10088,0.60216,-0.39096,-11.58357,-1.1059,-1.20653,8.46969,-0.5897,-1.97888,1
2.96701,1.3119,1.12655,-3.01363,-2.27422,-0.79047,0.51488,-1.96302,-1.87204,2.41235,4.03782,-1.05082,2.98154,0.62591,-1.20225,-0.77412,-2.95003,-0.95086,1
-1.61336,-1.86713,-0.31597,0.59395,-0.13681,5.81194,0.72036,-4.94825,-0.36795,-3.0018,0.60747,-1.86767,-5.17806,-2.6899,0.25015,2.57465,-1.34714,-4.94269,1
-3.23471,-1.32345,-0.56726,1.4437,2.24736,-2.68754,-2.97787,6.00851,-3.1963,-0.39814,1.60988,-0.3682,-7.86313,4.13663,-1.64275,8.11564,1.08061,-0.76522,1
-1.44724,-1.80904,0.87663,0.11159,-2.32018,-0.37996,0.45894,1.34493,1.87271,-0.48421,4.12686,-3.0409,-1.11089,-1.89724,-1.49406,1.83213,0.9529,2.4393,0
-1.18731,1.99618,-0.39278,-0.67561,0.54874,-2.22699,-2.70572,0.07778,-1.28723,1.2766,-3.03504,-0.69994,0.27367,1.55739,0.34125,2.96797,0.43085,0.19795,0
-3.17862,3.18716,-1.39572,-0.42268,-0.11801,4.53971,-1.16982,3.14785,3.40782,0.06265,-2.88726,1.1369,-1.66655,-7.33629,-0.67353,-1.99771,-3.32048,-1.00591,1
2.24354,1.47904,0.31103,2.96099,-4.83244,6.56908,-5.27239,5.18338,1.01063,1.32132,1.35634,-0.08623,-7.59858,-16.38009,0.85941,-3.65388,-1.10687,-4.42462,1
-2.84641,-4.16116,-0.28345,-3.24496,-3.15831,2.71247,-2.7341,1.76142,1.59043,0.57018,1.69695,-4.55287,-5.8814,-2.57823,-1.63783,-1.64393,-1.48085,1.60264,0
-0.62427,-1.24801,1.92949,-0.60883,-0.93896,-0.3011,1.56767,1.36288,-2.92383,-0.31922,-1.80522,-0.48382,1.50055,0.61154,-0.14791,-1.69936,-1.32712,1.34373,0
0.67875,-1.77969,2.83272,-4.1626,-3.62306,-4.28336,2.38915,2.61775,-0.99654,-2.22372,1.63594,-0.26246,3.51026,4.06141,-0.27765,-1.36766,-0.69041,1.12865,1
-3.16911,-0.1895,1.90552,-2.897,1.29896,0.77418,1.40693,-3.14689,-3.36034,-0.07838,4.00697,-0.80159,1.07139,6.15367,-1.85471,6.79229,1.58499,-3.01562,1
-1.92443,-2.9221,0.45958,3.76728,0.88167,-2.56592,0.03979,0.20334,-5.39083,-0.43556,5.19114,-1.29092,-9.52259,3.18536,0.64818,12.98522,-1.38112,-4.05127,1
4.48938,-3.88077,-0.70749,0.0534,0.04721,-0.08117,-3.3411,1.87588,3.17975,-0.02042,-1.01393,-1.62032,-5.25941,-2.02834,-0.60449,-5.89004,-0.27517,1.61828,1
-0.11352,0.46132,-2.34301,4.21829,-3.53997,4.88159,-4.87704,7.5114,1.26587,-0.28367,2.63995,1.49459,-10.02767,-13.371,-0.23908,-2.17413,-1.52879,-2.54044,1
-1.27517,-2.7271,2.59372,-1.75142,-3.38016,-0.9448,-1.69583,-0.26096,-0.75928,0.11724,-1.8788,-0.37476,-2.58432,-2.27705,1.85699,1.51774,-0.1692,-2.2044,0
0.17501,1.03008,2.23637,1.00835,-2.16644,-1.59522,-1.62888,-1.57756,-1.47402,-0.14688,4.46718,-3.26476,-1.58952,-3.93193,1.04465,7.43814,-1.3376,-0.90593,1
-2.63725,-2.26083,1.22428,0.04571,-0.14306,7.1545,3.16598,-4.37217,-0.7439,2.66393,-2.36846,-2.7692,0.24426,-2.14385,0.3671,-2.27206,0.58668,-1.23239,1
5.48435,1.63393,-1.95204,0.80895,2.36824,-1.10063,-1.53314,0.59475,-0.63609,1.92546,2.07234,0.48329,-0.93141,1.7063,-0.48445,-2.16585,-1.87745,-0.06645,1
0.04379,0.64928,-1.8763,0.62079,0.00531,0.44032,-0.06696,0.0916,-0.65861,-0.22261,1.34622,-1.63432,-3.94715,0.45072,0.56014,2.97665,-2.60892,-1.87446,1
-0.70633,-1.17789,1.44464,0.14317,-4.19318,0.61289,3.57169,-2.67507,-3.14794,-0.50455,1.06997,-2.13641,2.02651,-1.01876,0.37068,0.34325,-1.40508,-0.34132,1
2.56537,2.59058,-1.07522,-0.65158,-4.50261,-0.41803,-1.93003,-1.4018,3.93699,-1.89943,1.87392,0.14074,0.87236,-8.12796,-0.90679,-2.39874,-3.59043,-0.31864,0
0.97479,-1.33098,-0.06144,-5.38468,-2.02807,2.74791,-5.31088,-2.5279,0.49087,1.13467,2.02558,-3.75988,-3.36284,-4.71121,0.32708,-3.6646,-6.91942,1.00569,0
-1.58974,-3.81451,3.13662,-1.04284,1.58624,-0.28426,-1.6671,0.06561,-0.76792,-0.32939,-0.64914,0.08109,-2.16051,-0.58808,1.85707,0.8399,-1.07556,1.49036,1
-4.04742,-2.32677,4.44479,-0.22804,-4.09717,-0.20272,0.26463,1.74043,-0.08846,0.36986,2.24865,-0.43675,0.61881,-7.16477,0.50688,1.83648,-1.16642,2.49091,0
-0.1947,-1.86672,-0.64248,-1.86115,-3.95651,2.37521,3.98691,-1.39705,-3.40748,1.46501,1.19176,-1.2182,0.33086,1.85242,-0.47643,-3.36869,-2.72337,-1.72179,1
0.73655,-3.23193,3.19806,0.25053,-3.14265,2.10099,0.03681,0.50409,-2.37722,0.71412,-1.29299,-1.8517,-4.78557,-4.57466,1.43844,0.18484,-1.8379,-3.61643,0
-1.98299,-0.2484,-0.02706,-1.96968,1.79581,-0.04144,1.05783,0.50303,0.59469,-0.91973,0.67426,2.29586,2.2591,1.83552,-1.32844,-1.70071,-2.22994,2.21457,1
0.79832,-0.494,4.685,1.16538,-1.82088,2.52809,4.70046,-3.44952,-3.3439,0.40695,-0.06131,-4.17571,4.07299,-2.35698,1.91574,0.9143,-0.01854,-0.43147,1
0.55312,-0.99889,1.95926,-0.96878,-0.93851,-1.57441,-0.46052,-1.01382,0.21283,1.6139,1.73606,-4.76825,-3.1941,0.66315,0.57124,6.06777,-0.89334,-1.58073,1
-2.32499,0.80776,-1.46354,0.70208,1.22288,-4.13996,-2.58886,-0.53136,-1.38882,0.16957,-1.40549,-3.70712,-5.15728,4.6651,-0.24732,10.57234,0.05415,-1.30268,1
-1.87319,2.19595,0.32359,-3.77795,-3.02552,-3.76117,1.5614,0.28595,-0.53213,1.00219,3.30487,0.05893,6.16639,5.00307,-0.5288,2.26354,1.9482,0.94577,1
-2.62163,-3.69592,4.72177,-4.3294,-4.07869,-0.23687,0.28145,0.08624,0.87298,0.73067,-1.33944,-0.70563,-1.3344,-2.22575,0.7421,1.36194,-1.06501,-2.61625,0
-0.92122,1.76235,3.77759,-1.27137,-1.37054,-0.35225,2.3965,-0.51714,-1.24296,1.42868,0.88858,0.03128,0.84451,-3.37795,-0.83481,5.02754,-5.68928,-3.24896,1
1.92401,3.32972,-0.60889,1.94654,-3.25819,-1.62587,2.31768,1.94572,3.2893,0.25989,3.13164,4.8343,5.06316,-6.91603,0.26747,-3.82547,-2.35579,1.44998,0
-0.07632,2.74335,0.42855,2.47525,-1.39616,0.27798,-2.53128,1.07981,1.8169,-0.45982,-0.62415,-2.46501,-5.48961,-7.33939,-0.42146,6.90245,-1.86811,-3.79656,0
-4.76435,-3.1618,1.7453,-2.29346,1.06719,-1.75017,1.39071,2.10672,-0.60872,0.94111,2.2817,0.50645,0.13329,5.02764,0.92938,2.99364,0.80434,2.48848,0
2.18764,-1.00643,0.46146,3.0768,2.22522,-0.50172,-2.48628,0.881,-4.98952,1.6626,-2.84253,-3.2129,-6.64171,1.34875,0.39993,4.28159,-0.54146,-2.19932,0
-2.30039,2.74703,-0.73328,-4.56703,-0.71731,3.26799,-0.93393,5.19027,0.70717,-0.23797,-1.92213,1.65008,3.05756,-3.24352,-0.85731,-8.02253,-4.88973,2.69749,0
-3.31433,0.17275,-2.21481,0.0515,-0.1817,2.39226,-2.69475,3.09432,0.61637,-0.54565,0.36234,1.28308,-4.60031,-3.52197,1.63829,-0.16216,-1.8791,-0.14798,1
0.34272,3.18001,1.89632,0.75894,-3.24505,-2.89237,0.59605,1.37704,1.54824,-1.15861,1.39976,-0.42279,4.26134,-4.55941,0.24296,2.19735,0.29537,1.27482,0
-2.21799,0.84104,-1.75974,-0.51861,0.06266,0.67692,-2.1679,0.52365,-1.35015,0.38689,0.10801,-0.36115,-0.90932,-0.0217,0.32424,0.29195,-0.7183,1.3074,1
-1.54473,-0.44077,5.20125,-0.29438,0.05887,0.12116,4.17182,0.37708,-2.13868,-0.13312,-2.08156,-1.37648,4.86032,0.93911,2.53988,1.62962,1.69072,0.43243,1
-3.34981,-0.69739,-2.68626,0.20613,1.92317,-0.83245,1.29513,-2.52975,0.56566,0.05575,0.48398,-0.35266,-1.79764,4.07502,0.00141,4.10433,-2.04575,0.86945,1
-2.67325,-5.66761,2.85842,-2.09735,-3.62587,1.71985,-0.55463,0.39942,-1.1666,-0.85279,0.18088,-3.04416,-7.35092,-1.57108,-0.98253,3.05394,-0.7559,-3.62895,0
-0.84208,-2.75241,5.1455,-1.66487,-0.8186,0.06991,-1.50263,1.35265,-1.90334,1.44637,1.16622,-3.10379,-0.89306,-3.17936,-1.01535,1.33641,-1.60943,2.06284,0
1.02652,1.03723,-3.52482,-1.41777,1.2775,2.23731,-0.37177,1.61598,-1.18979,0.95947,4.22397,-0.92942,0.44151,3.19109,-0.52782,-4.63237,-1.32227,2.719,0
-3.13086,-1.10628,0.8135,-2.66072,-0.89798,-0.25332,-0.90864,0.16359,-0.40451,0.42032,1.90616,-2.39966,1.51488,1.06793,0.56674,0.45327,0.08869,3.74362,0
-4.12042,-0.08362,3.28155,-0.06667,3.58076,1.09908,-4.26697,2.33493,-0.88519,-0.30157,-3.83954,-2.53347,-4.26856,-4.5233,-0.32326,5.21292,-3.42245,1.71531,0
-1.76525,0.06116,1.61894,0.60925,2.52847,0.93783,-0.46386,-0.07639,1.44452,-0.12545,-0.3807,-0.09216,-3.56247,-3.73416,1.27398,4.54433,-4.59836,-1.06361,1
0.24291,-2.03925,-0.4916,4.61211,0.13307,-2.7855,0.0997,0.00826,-0.45126,1.38332,3.5753,0.08647,-8.92716,-1.1253,0.15727,9.64896,-2.3202,-3.86234,1
